Exporter Name,Address,District,State,pin
TRANQUIL CASTLES HOTELS & RESPORTS,"2nd Floor, Cherupushpam Building, Near ICICI Bank, Opp M. G. Road, Shipyard Quarters Road, Cheriyakadavanthra, Atlantis, Ravipuram, Panampilly Nagar, Kochi, Kerala 682015, India",,Kerala,682015
TRAVANCORE COCOTUFT P.LTD.,"Coir Park, Thiruvizha North Road, Mayithara, Cherthala, Cherthala South, Kerala 688539, India",,Kerala,688539
TRENDZ FURNITURE WORLD,"327G+XWF, Oorakam, Kerala 676519, India",,Kerala,676519
TRIBHUVAN APPARELS PVT LTD,"454/1F1 AVINASHILINGAMPALAM ROAD, VILLAGE, Palangarai, Avinashilingampalayam, Avinashi, Tamil Nadu 641654, India",,Tamil Nadu,641654
TUFCKO INTERNATI0NAL,"HQCR+3V5, Kanjirappally, Kerala 686507, India",,Kerala,686507
TUSCANY KERALA GARMENTS P.LTD.,"Kerala, India",,Kerala,686012
U.K. TEXTILES,"199(E), Sf-448, A B Nagar, Main Road, Sivakami Nagar, 15, Lakshmi Theatre Road, EB Colony, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
UNI GREEN CONDIMENTS,"WHHV+XV8, Neeravil, Kerala 691601, India",,Kerala,691601
UNIGUL TRADERS,"TC 12/133 PUSHPA VIHAR, Plamoodu - Thekkamoodu Rd, Plamoodu Thekkumoodu Residents Association, Pattom, Thiruvananthapuram, Kerala 695004, India",,Kerala,695004
UNIROYAL MARINE EXPORTS LTD.,"Vengalam, National Highway 17, Kunnathkara, Chemancheri, Kerala 673303, India",,Kerala,673303
UNISOURCE TREND INDIA,"38RP+XC5, K V R Nagar, Karuvampalayam, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
UNITED COIR FACTORIES,"A.S Road, Kommady, Alappuzha, Aryad South, Kerala 688007, India",,Kerala,688007
UNITED NILGIRIS TEA ESTATE CO. LTD.,"Nilgiris, Tamil Nadu, India",,Tamil Nadu,682024
UNIVERSAL OLEORESINS,"VIII/946 Navaratna House Jawahar Road, Pandikudi Rd, Pandikudy, Shanthi Nagar Housing Colony, Mattancherry, Kochi, Kerala 682002, India",,Kerala,682002
USHA RUBBERS,"Plot No 64/C Athani Industrial Development Area Medical College Road, PO, SIDCO Peringandoor Industrial Area Phase I, Peringandoor, Kerala 680581, India",,Kerala,680581
UVASHREE GARMENTS,"584G+WGX, Aathuppalayam, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
V.M. OVERSEAS TRADING COMPANY,"DOOR NO III/53, BEHIND ALL SAINTS BUILDING OPP TO ITI KANJIKODE, Palakkad, Pudussery Central, Kerala 678623, India",,Kerala,678623
V.R.FOUNDRIES,"83, 2nd St, Peelamedu, PKD Nagar, Coimbatore, Tamil Nadu 641004, India",,Tamil Nadu,641004
V.V.S. AUTOMATIC DOORS,"VVS AUTOMATIC DOORS, Pethanaickenpalayam, 4/206/4, Pongalur, Avinashi, Tamil Nadu 638459, India",,Tamil Nadu,638459
VAISHAK EXPORTS,"V9J4+R8V Anugraha, Chalad, Kannur, Kerala 670014, India",,Kerala,670014
VAJRA RUBBER PRODUCTS LTD.,"Po, Konathukunnu, Thekkumkara, Kerala 680123, India",,Kerala,680123
VAPSONS EXPORTS,"26, Jawahar St, Gandhi Nagar, Shenoy Nagar, Madurai, Tamil Nadu 625020, India",,Tamil Nadu,625020
VASHINI EXPORTS,"House No B-303 Vashini, Shriram Vijaya Hyyde Park, Duraisamy Layout, Coimbatore, Tamil Nadu 641004, India",,Tamil Nadu,641004
VASULAL INTERNATIONAL,"Kadappuram Rd, Chirakkal, Azhikode, Azhikode South, Kerala 670009, India",,Kerala,670009
VASUNDHARALAYAM COIR WORKS,"P.O,Pin-688525, Muhamma, Kerala 688538, India",,Kerala,688525
VEE KAY GARMENTS,"S.F 369, 2, Angeripalayam Main Rd, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
VEE TECH MACHINES,"F6CV+23X, Ollur Industrial Estate, Ollur, Thrissur, Kerala 680306, India",,Kerala,680306
VEEJAY FINEPLAST,"Veejay Building, No-13-13/6, Mariappan Street, Kattoor, Kattoor, Kattoor Main, Ram Nagar, Coimbatore, Tamil Nadu 641009, India",,Tamil Nadu,641009
VEEKESY FOOTCARE INDIA,"Coimbatore, Tamil Nadu 641032, India",,Tamil Nadu,641032
VEERA HOME TEX,"72,Veera Towers, Sengunthapuram Main Road, Sengunthapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
VELAN ENGINEERING,"212 A (Opposite Coimbatore Roller Flour Mills), Sivasakthi Colony, Ganapathy, Coimbatore, Tamil Nadu 641006, India",,Tamil Nadu,641006
VEMBIL EXPORTS,"47VP+4R7, Kaniyampoondi Road, A.Thirumuruganpoondi, Avinashi, Tamil Nadu 641663, India",,Tamil Nadu,641663
VENUS RUBBERS,"SF No. 333/1, Kalappanaiacken Palayam Pirivu, Thadagam Main Rd, Kalappa Naicken Palayam, Coimbatore, Tamil Nadu 641108, India",,Tamil Nadu,641108
VERONICA MARINE EXPORTS P.LTD.,"Neendakara, Kollam, Kerala 691582, India",,Kerala,691582
VESTA ENGINEERS,"5/124-B,Erumathala P.O, Nalamile, Edathala, Aluva, Kerala 683112, India",,Kerala,683112
VETTOOR POLYMERS,"Vettoor-cherunniyoor, Kerala, India",,Kerala,682024
VIGASINI FASHION,"No 69, Periya Thottam, Dharapuram Main Rd, Chandrapuram, Pudur Privu, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
VIKAS RUBBERS,"Manarcadu Thengana Road, Thalappady, Kottayam, Kerala 686019, India",,Kerala,686019
VIMALA WELFARE CENTRE,"41/2797, Chittoor Rd, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",,Kerala,682018
VISHNU KNITS,"NO-666/15B, SRI, Guruvayurappan Nagar, AD COLONY NORTH, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
VITTAL AGRO INDUSTRIES,"95WM+799, Thattummal, Bellur, Kerala 671531, India",,Kerala,671531
VIVID FASHIONS,"SF.No. 708/2,Thatchan Thottam, Govt. Hospital back side, Dharapuram Main Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
VYSHAK GARMENTS,"D.No. 259-C & 259-D, Amman Nagar, 3rd Street, Sirupooluvapatti, post, 15, Postal Colony, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
WAYANAD SOCIAL SERVICE SOCIETY,"P.B.No.16, Mananthavady, Kerala 670645, India",,Kerala,670645
WELBOUND WORLDWIDE P.LTD.,"No 28, Al Colony, 3rd Street, West Mambalam, West Mambalam, Manthope Colony, Ashok Nagar, Chennai, Tamil Nadu 600003, India",,Tamil Nadu,600003
WELL KNIT INDUSTRIES,"Door No. 61, 15 Velampalayam Main Road, Opp. Mani's Theatre, Anupparpalayam Post, K Chettipalayam, Tiruppur, Tamil Nadu 641652, India",,Tamil Nadu,641652
WFB BAIRD & CO.(INDIA)P.LTD.,"Plot 45/25, MLA Rd, CSEZ, Kakkanad, Kochi, Kakkanad, Kerala 682037, India",,Kerala,682037
WILTON WEAVERS P.LTD.,"Kalavamkodam, Cherthala, Cherthala, Kerala 688536, India",,Kerala,688536
WINSOME KNIT GARMENTS,"Palavanjipalayam Ring Rd, K Chettipalayam, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
WINTRACK EXPORTS,"SF.NO:578, D.NO:37, 1st St, Appachi Nagar, Kongu Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
WYNAD EXPORTS,"Pulimoottil Buildings, Kozhencherry, Kerala 689641, India",,Kerala,689641
YENYESKEY MACHINE TOOLS,"S F, No 362, Thadagam Main Rd, KNG Pudur Pirivu, Coimbatore, Tamil Nadu 641025, India",,Tamil Nadu,641025
ZAINULABDIN GARMENTS,"29, Valayangadu Main Rd, Kumar Nagar, Valayankadu South, Kumar Nagar South, M.N.Sivasubramanian Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
ZALLKAR EXPORTS,"23/575, Kattakayam Rd, Pala, Kerala 686575, India",,Kerala,686575
ZAMANG EXPORTS,"2nd floor, Space Mall, JafferKhan Colony Rd, Mavoor Road, Arayidathupalam, Kozhikode, Kerala 673004, India",,Kerala,673004
ZEBA LAB FURNITURE,"Kinfra Park Kakkanad, Infopark Campus, Kochi, Kakkanad, Kerala 682042, India",,Kerala,682042
ZEHRA TRADING CO.,"Zehra Trading Co, Jew Town Road, Kappalandimukku, Mattancherry, Kochi, Kerala, Marakkadavu, Kappalandimukku, Mattancherry, Kochi, Kerala 682002, India",,Kerala,682002
2F WIND POWER COIMBATORE PVT LTD,"Coimbatore, Tamil Nadu, India",,Tamil Nadu,682002
A.D JAYAVEERAPANDIA,"50, Acharappan St, Kothwal Chavadi, George Town, Chennai, Tamil Nadu 600001, India",,Tamil Nadu,600001
A.K.P.TEX,"Shed No: 26, Palladam Hitech Park, Sukkampalayam, Palladam, Tamil Nadu 641664, India",,Tamil Nadu,641664
AARSHAVEDA WELLNESS PVT LTD,"IX/338, Bank Rd, Aluva, Kochi, Aluva, Kerala 683101, India",,Kerala,683101
AASHMI TRADERS,"Chempakamangalam, Kerala 695104, India",,Kerala,695104
AATHAVA GARMENTS INDIA P.LTD.,"S.F.No 405/1,Bharathi Industrial Area,1st Street, Nava India Rd, Peelamedu, Coimbatore, Tamil Nadu 641004, India",,Tamil Nadu,641004
AATHIRA TRADERS,"S.F. NO: 177/2-C, PLOT NO.20 Salem, Karur Bypass Rd, Karur, Tamil Nadu 639006, India",,Tamil Nadu,639006
ABIRAMI TECHNOLOGIES LTD.,"Arun Raj Building, 93/6, Diwan Bahadur Rd, R.S. Puram, Coimbatore, Tamil Nadu 641002, India",,Tamil Nadu,641002
ACE PACK MACHINES,"No. 23, V. N. Industrial Estate, Bharathi Colony Rd, Sri Kamadhenu Nagar, Coimbatore, Tamil Nadu 641004, India",,Tamil Nadu,641004
AEITS INTERNATIONAL,"VI/1017/22,47,EZHAVA SAMAJAM SHOPPING COMPLEX, North Paravur, Kerala 683513, India",,Kerala,683513
AFRAS CASHEW  TRADERS,"WJC8+2J9, Mangad, Kollam, Kerala 691015, India",,Kerala,691015
AGRO GREEN COIRS,"No.3 KPM Nagar, T . Kottampatty, Mahalakshmi Nagar, Mahalingapuram, Tamil Nadu 642002, India",,Tamil Nadu,642002
AIFFA PLASTICS,"BUILDING NO.13 PEEKEYZ TOWER ROOM NO.130-133 GROUND FLOOR KURIYODAM - AYIKKARAPPADI P.O, Kerala 673637, India",,Kerala,673637
AINULABDIN GAREMNTS,"29, Valayangadu Main Rd, Kumar Nagar, Valayankadu South, Kumar Nagar South, M.N.Sivasubramanian Nagar, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
AISHWARYA OVERSEAS EXPORTERS,"Nedumcaud Rd, Killipalam, Karamana, Thiruvananthapuram, Kerala 695002, India",,Kerala,695002
AISWARYA EXPORTS,"Amman koil street, Kongarappattu, Tamil Nadu 604806, India",,Tamil Nadu,604806
AKSARA TEX,"59HG+WM2, Nathampalayam, Tamil Nadu 641666, India",,Tamil Nadu,641666
ALPHA TRADE LINKS,"ALPHA TRADE LINKS, Alamcode, Attingal, Kerala 695101, India",,Kerala,695101
AMMINI SOLAR P.LTD.,"KINFRA Parks, Menamkulam, Kazhakuttom Rd, Pallithura, Thiruvananthapuram, Kerala 695586, India",,Kerala,695586
ANANDHA MODERN RICE MILL,"7369+JJQ Vellore, Rd, Selva Nagar, Vengikkal, Tiruvannamalai, Tamil Nadu 606604, India",,Tamil Nadu,606604
ANURAGAVI GAREMENTS,"48QM+8X9, Unnamed Road, Mahavishnu Nagar, Pitchampalayam Pudur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
AQUA AND EARTH PAPER BAGS,"1, 37, Sri Devi Vaishnavi Nagar A St, Devi Nagar, Oragadam, Chennai, Tamil Nadu 600062, India",,Tamil Nadu,600062
ARAPPURA EXPORTS,"Mundakkal, Kollam, Kerala 691001, India",,Kerala,691001
ARBEE AQUATIC PROTEINS P.LTD.,"Aroor Industrial Estate, NH 47, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
ARUNACHALA GOUNDER TEXTILES,"5, BYE PASS ROAD, Pallipalayam, Tamil Nadu 638006, India",,Tamil Nadu,638006
ASIAN KNIT GARMENTS,"Balu Complex, Chekkukara Thottam, Market Backside, veerapandi, Palladam Road, Tirupur - 4., Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
ASM EXPORTS,"Post, 8/3764, PN Rd, near P.R.G. Thirumana Mandapam, Anna Nagar, Pooluvapatti, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
ASTRA BIOSCIENCE LTD,"Kinfra Koratty Industrial Area Phase I, Koratty, Kerala 680309, India",,Kerala,680309
ATHIRA PLYWOOD,"Ground Floor, Madathil Building, Opp Affinity Towers & Royal Garden Road, Kothaikunnu Bypass Rd, near Private Bus Stand, Thodupuzha, Kerala 685584, India",,Kerala,685584
ATHIYAN EXPORTS,"230 Thenkumarapalayam, Pollachi, Tamil Nadu 642107, India",,Tamil Nadu,642107
AVYA APPARLES,"3W3W+3H4, Koundampalayam, Coimbatore, Tamil Nadu 641029, India",,Tamil Nadu,641029
AZLON ARTS,"157A, Mahatma Gandhi Salai, South Bharathi Nagar, Vaiyapuri Nagar, Green Lands, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
BANNARI AMAN SPNG.MILLS LTD.,"Bannari Amman Spinning Mills Ltd Home Textiles Division SF.No.371/3,Karadivavi Road, Karanampet,Paruvai, Post, Saibaba Koil, Coimbatore, Tamil Nadu 641043, India",,Tamil Nadu,641043
BATHSHA MARINE EXPORTS,"Kochi,, V7MW+MJ2, Aroor gram panchayat, Kochi, Kerala 688534, India",,Kerala,688534
BEST KNITTING COMPANY,"Lakshmi Naa, 32, 50 Feet Road, Tirupur, Tirupur, KPN Colony, Valipalayam, Coimbatore, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
BESTPAK INDUSTRIES,"Nadakadavu Rd, Palluruthy, Kochi, Kerala 682006, India",,Kerala,682006
BHARATH FLOW CONTROLS,"#7/44-2, Pappanaickenpalayam Road, Kanuvai Industrial Estate, Kanuvai, Kanuvai, Coimbatore, Tamil Nadu 641108, India",,Tamil Nadu,641108
BHAVANI AUTO DISTRIBUTORS,"X7MW+PM5, Kathrikadavu, Kaloor, Ernakulam, Kochi, Kerala 682017, India",,Kerala,682017
BIOGROW SUBSTRATES INDIA,"18 FLAT NO:A07 A 4th FLOOR ALAYAMDYN, SUNDARESA IYYAR L/O, CENTRAL ZONE, Sunderesa Iyer Layout, Highways Colony, Coimbatore, Tamil Nadu 641014, India",,Tamil Nadu,641014
BIOWIN AGRO RESEARCH,"Kartikulam - Mananthavady Rd, Kerala 670646, India",,Kerala,670646
BOSS WEAR EXPORTS,"SF No:130-2A,2, maniyakarapalayam road, Kasipalayam Rd, Kangi Nagar, VGV Vijei garden, Valliammai Nagar, Nallur, Tiruppur, Tamil Nadu 641606, India",,Tamil Nadu,641606
BTS GARMENTS,"2 / 7B, Indra Nagar, 1st Street, Murugapalayam, Avinashi Road, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
CALLISTO GARMENTS,"no:15, 4th St, SBI Colony, Gandhinagar, Velampalayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
CANIMARA EXPORTS,"30/1a, 31, Nehru Street, 15, Velampalayam, Ring Road, Nehru Street, Anupparpalayam Pudur, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
CCZ INTERNATIONAL,"48WW+C5P, Vengamedu, Poyampalayam, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
CEE CEE APPARELS,"State bank colony, 7/1A, opposite Rayapuram Main Road, Rayapuram, Tiruppur, Tamil Nadu COIMBATORE- 641601, India",,Tamil Nadu,641601
CEE JEE LUBRICANTS,"Edayar, Aluva, Kerala 683502, India",,Kerala,683502
CHANGAMPALLY AYURVEDA VAIDYASALA,"36J2+CJR, 6th St, Block Y, Block AM, Anna Nagar, Chennai, Tamil Nadu 600040, India",,Tamil Nadu,600040
CHEENU ENTERPRISES,"252B, Mariamman Koil St, B Colony, Peelamedu Pudur, Masakalipalayam, Coimbatore, Tamil Nadu 641004, India",,Tamil Nadu,641004
CHEMPENKULAM  AYURVEDA PHARMA,"J548+F8V, Dindigul - Theni - Kottarakkara Hwy, Thekkady, Kumily, Kerala 685509, India",,Kerala,685509
CHERAN FABRICS,"X359+4W3, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
CIBI EXPORTS,"386M+HQG, Tiruppur Rd, Balaji Nagar, Chinnakarai, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
CIVIC IMPEX,"134, Eshwaramoorthi Layout, Amsa vinayakar Street,, Sudukadu Street, Samundipuram, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
CLIFTON KNITS,"16, Nethaji Apparel Park, New Tripur, Eattuveerampalayam Post, Veerapandi, Veerapandi, Panakkara Thottam, Veerapandi, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641605
COCHIN SCIENTIFIC,"SAYED MOHAMED COMPLEX, 41/711A, C P Ummer Rd, Shenoys, Kochi, Kerala 682035, India",,Kerala,682035
COCHIN TRADING,"Kochi, Kerala, India",,Kerala,688524
COIMBATORE KITCHEN EQUIPMENT,"36, Mahathma Gandhi Road , SIHS Colony Neelikonampalayam, Post, SIHS Colony, Ondipudur, Coimbatore, Tamil Nadu 641033, India",,Tamil Nadu,641033
COMORIN AGRO PRODUCTS ,"T.C. 11/1223 (58/59), 14-B&C, Cliffdale,, YMR Road, Nanthancode, Thiruvanathapuram, Kerala 695003, India",,Kerala,695003
CORAL KNITWEAR,"62, 1, 60 Feet Rd, Postal Colony, Marudhachalapuram, Kumarnathapuram, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
DAWA BOOKS,"Salafi Masjid Cultural Complex, Service Rd, NH Bye Pass, Vyttila, Ernakulam, Kochi, Kerala 682019, India",,Kerala,682019
DEVON FOODS LTD.,"Ettumanoor, Kerala 686631, India",,Kerala,686631
DHARANI EXIM,"No. 9B, First Floor, Manoharan, Flyover Tambaram Velachery Main Road Bridge Pallikaranai, Pallavaram-Thuraipakkam Rd, Ramapuram, T Nagar, Rose Avenue, Kovilambakkam, Chennai, Tamil Nadu 600100, India",,Tamil Nadu,600100
DHARSINI EXPORTS,"A31, Vellakinar TNHB Colony, Coimbatore, Thudiyalur, Tamil Nadu 641029, India",,Tamil Nadu,641029
DIGITAL SIGNAGE SISTEMS ,"CKRRA -35, Kavaradi Rd, PO, Pettah, Thiruvananthapuram, Kerala 695024, India",,Kerala,695024
DYNAVAC INDIA PVT LTD,"No. 27, 31, VV Koil St, Kadaperi, Tambaram, Chennai, Tamil Nadu 600045, India",,Tamil Nadu,600045
EAGER INTERNATIONAL,"Unnamed Road, Mandikunnu, Muringur Vadakkummuri, Kerala 680309, India",,Kerala,680309
ECO GRINZ TRADING PVT LTD,"Door No 42, Ayyappan Kovil, 869, Chittoor Rd, Cemetery Junction, Kacheripady, Kochi, Kerala 682018, India",,Kerala,682018
EGGER PUMPS INDIA P.LTD.,"Post, SF 206, Nagaiyan Thottam Rd, Selvaraja Puram, Kannampalayam, Tamil Nadu 641402, India",,Tamil Nadu,641402
ELAHI INTERNATIONAL,"No.1 , 1st Floor, South India, Marriage Hall, Poosala Gengu Reddy St, opposite Moti Mahal, Egmore, Chennai, Tamil Nadu 600008, India",,Tamil Nadu,600008
ENCILS GLOBAL BEVERAGES,"Ex. Carrit Moran building 2nd floor Near Ernakulam wharf main gate, AG Milne Rd, Willingdon Island, Kochi, Kerala 682003, India",,Kerala,682003
ERNAKULAM ARCHIDIOCESAN PUBLICATION TRUST,"Ernakulam, Kerala, India",,Kerala,682002
ESA CLOTHING COMPANY,"4/317-B, KUMARASAMY NAGAR,OPP.KUZHI THOTTAM, Kumarswami Nagar, Raja Nagar, Picham Palayam Puthur, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
ESSPEE INTERNATIONAL,"No. 25, Orandi Amman Koil St, behind Polce station Velachery, Velachery, Chennai, Tamil Nadu 600042, India",,Tamil Nadu,600042
EVERFRESH EXPORTS,"1st Floor, Bank Junction, St. George Complex, Angamaly, Kerala 683572, India",,Kerala,683572
EVOLVE POLYMER,"United Building, Amalanagar, Thrissur, Kerala 680555, India",,Kerala,680555
EZZED BAGS,"Duro flex, opp. Fire Station, Chungam, Alappuzha, Kerala 688011, India",,Kerala,688011
FACCTUM WEARS,"No-12, K P P Garden, Kongu Main Rd, Appachi Nagar, Kongu Nagar, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
FINE FIT GARMENTS,"Fine Fit Complex, S F 27/3b, Dharapuram Rd, KPN Colony, K Chettipalayam, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
FLAMEX INDIA GROOVED FITTINGS PVT LTD,"100/75, Echanari to Madukkarai Road Echanari, Post, Coimbatore, Tamil Nadu 641021, India",,Tamil Nadu,641021
FLOOR TUFT INTERNATIONAL,"RCQ9+3VJ, Keecheri, Kerala 682315, India",,Kerala,682315
G.P.R.CLOTHING COMPANY,"No.3/519,C&DPV Nagar,Opposite to Sasurie School, Sathya Colony East, Mannarai, Tiruppur, Tamil Nadu 641607, India",,Tamil Nadu,641607
G.R. GARMENTS,"No 125 c Pudukkottai main road, opp. to aavin palpannai, Thirunagar, Kottapattu, Tiruchirappalli, Tamil Nadu 620020, India",,Tamil Nadu,620020
GAHAN KNITTING MILLS,"414/1-A3, Rajan Nagar, Palangarai Road, Palangarai, P.o, Avinashilingampalayam, Avinashi, Tamil Nadu 641654, India",,Tamil Nadu,641654
GEEWIN EXIM,"W48C+4JG, Mahal 3rd St, Panthadi Area, Mahal Area, Madurai Main, Madurai, Tamil Nadu 625001, India",,Tamil Nadu,625001
GLASSY GARMENTS,"25, Ranganathaprm, 4th St, Kongu Main Road, Kongu Main Road, Tiruppur, Tamil Nadu 641007, India",,Tamil Nadu,641007
GOLDEN COIR TUFTS,"SF No: 57/1a1, Zamin Uthukuli Road, Post, Akilandapuram, Singanallur, Pollachi, Tamil Nadu 642004, India",,Tamil Nadu,642004
GRANDNEUR FASHION,"No6 ,Perichipalaym Post, K.N.P. east 641608, Dharapuram Main Rd, K N P Colony, Velliangadu, Tiruppur, Tamil Nadu 641605, India",,Tamil Nadu,641608
GREEN VALLEY OILS,"Irumbakachola Road, Vellathode, Green Valley, Kanjirapuzha, Irumbakachola, Kerala 678591, India",,Kerala,678591
GREENDAY EXPORTS AND FARMS PVT LTD,"41/2846, C2, 41, St Vincent Rd, Ernakulam North, Kacheripady, Ernakulam, Kochi, Kerala 682018, India",,Kerala,682018
GREENLAND PARTICLE BOARD P.LTD.,"#XIX/4, A12, Kareyeli Vallam Road, Vallom, Perumbavoor, Kerala 683542, India",,Kerala,683542
GYP SYSTEM,"743, Dr Radhakrishna St, 6 Corner, Tatabad, Gandhipuram, Coimbatore, Tamil Nadu 641012, India",,Tamil Nadu,641012
HAILEYBURIA TEA ESTATES LTD.,"Saraf House, Marar Rd, Willingdon Island, Kochi, Kerala 682003, India",,Kerala,682003
HALISTONE INNOVATION,"Kinfra Industrial Park, Kanjikode, Kinfra Textile Park, Kerala 678621, India",Palakkad,Kerala,678621
HAOMA HEALTH CARE PVT LTD,"Door No: 7165/32/817A, Ward 42, Garden Spring, South of Pipeline Jn, P.O, Erna, Palarivattom, Kochi, Kerala 682025, India",,Kerala,682025
HARA SOLUTIONS,"Regus KRM Plaza south, tower 8th floor No, 2, Harrington Rd, Chetpet, Chennai, Tamil Nadu 600031, India",,Tamil Nadu,600031
HAYAN EXPORTERS,"X78X+XRC, Kadavanthra Junction, Elamkulam, Kochi, Kerala 682020, India",,Kerala,682020
HI TECH STAMPINGS,"277/1, Shanthi Gears Road, Post, Kannampalayam, Coimbatore, Tamil Nadu 641402, India",,Tamil Nadu,641402
HIGHRANGE SPICES,"J584+R8J, Chelimada - First Mile Rd, Chelimada, Kumily, Attappallam, Kerala 685509, India",,Kerala,685509
I KNIT FAB,"No. 65-H, Karatangadu 6th Street, Dharapuram Main Rd, MR Nagar, K N P Colony, Tiruppur, Tamil Nadu 641608, India",,Tamil Nadu,641608
IDP CREATION,"Velampalayam, Tiruppur, A.Thirumuruganpoondi, Tamil Nadu 641652, India",,Tamil Nadu,641652
INDOL LUBRICANTS,"Mini Industrial Estate Koivila, Thevalakkara, Kerala 691590, India",,Kerala,691590
J.LAWRENCE PRO AUDIO EQUIPMENTS PVT LTD,"udayamperoor, Kochupally, Udayamperoor, Thrippunithura, Ernakulam, Manakunnam, Kerala 682307, India",,Kerala,682307
J.N.Z FOOTWEAR,"5RMW+76H, Feroke, Kozhikode, Kerala 673631, India",,Kerala,673631
JAJ EQUIPMENTS INDUSTRIES,"Commercial Kitchen Equipments, Ollur Industrial Estate, Ollur, Thrissur, Kerala 680306, India",,Kerala,680306
JUPITER EXPORTS,"Plot No.130, Indira Nagar, Ayyappa Nagar, Tiruchirappalli, Tamil Nadu 620021, India",,Tamil Nadu,620021
K.K.P. FINE LINEN P. LTD.,"88, Salem - Namakkal Rd, S P Pudur, Kamaraj Nagar, Periyapatti, Namakkal, Tamil Nadu 637001, India",,Tamil Nadu,637001
K.K.P. SPINNING MILLS LTD.,"Erumapatti, Tamil Nadu 637002, India",,Tamil Nadu,637002
K.P.R.EXPORTS,"No.3, Ramabiran Colony, Dharapuram Main Rd, Pudur Privu, Tiruppur, Tamil Nadu 641604, India",,Tamil Nadu,641604
KAISER ENGINEERS,"4/120A - 1, Vadavalli, to, Kanuvai Rd, Kalappa Naicken Palayam, Vadavalli, Somayampalayam, Tamil Nadu 641108, India",,Tamil Nadu,641108
KANGAROO HOMTEX INDIA,"Amaravathy Nagar, X323+23H, Chinna Andan Kovil Rd, Post, Karur, Tamil Nadu 639001, India",,Tamil Nadu,639001
KANMANI APPARELS,"Vigneshwara Nagar, Mummoorthi Nagar, Tiruppur, Tamil Nadu 641602, India",,Tamil Nadu,641602
KANNIKKAT TECHNOCRAFT,"Near private Bus stand , P.M State Highway, Muvattupuzha, XHHP+WC5, Kizhakkekara, Ernakulam, Muvattupuzha, Kerala 686661, India",,Kerala,686661
KARAMADAI STEEL AND ALLOYS P.LTD.,"Karamadai, Tamil Nadu 641104, India",,Tamil Nadu,641104
KARUR GOLDLINE EXPORTS,"No-160, Kamarajapuram W Rd, Kamarajapuram, Karur, Tamil Nadu 639002, India",,Tamil Nadu,639002
KARUR SREE RAMA,"Karur, Tamil Nadu, India",,Tamil Nadu,686012
KATHIR KNIT FASHIONS,"86/2, Raja Nagar, Chennabomma Nayakan Palayam, Tiruppur, Tamil Nadu 641603, India",,Tamil Nadu,641603
KATTILPARAMBIL TRADERS,"PC59+3FV, Vaikom - Vechoor Rd, Thalayazham, Kerala 686607, India",,Kerala,686607
KAYTEE CORPORATION,"2876+5WG, Goundampalayam, Tamil Nadu 641664, India",,Tamil Nadu,641664
KEDISON EXPELLERS,"Kanjirappalli Elikkulam Rd, Kanjirapally P.O, Kokkappally, Kanjirappally, Kerala 686507, India",,Kerala,686507
